CLTR389,CLTR,MLC Research Seminar,"CLT 389 INTRoduces stuDENts to a broad range of THeoretical and crITical approaCHEs to reading and interpreting texts, films, and oTHer cultural OBjects. StuDENts read lITerature and THeory wITh an eye toward understanding THe role of crITiCISm and why and how THe study of lITerature and culture (still) matters. THe CLass INTRoduces tools for understanding lITerary uses of languages; THe RELations between words, images, THe HUMan subject and SOCiety; and THe creation of and STRuggles over MEaning and value. THis seminar will model for stuDENts how to do research in THEIr MLC major THrough a workshOP process THat addresses ways to: iDENtify a research tOPic/question; begin a scholarly investigation into THat tOPic; and successfully conduct a SUSTainED arguMEnt THat RELies on textual eviDENce and THe application of THeoretical INSights. THere will be short wrITing assignMEnts and a 15-20-PAge research PAper. Non-majors should request permission before registering. PrerequisITe: CLTR 200."
CLTR395,CLTR,Independent Research,RegiSTRation for INDepenDENt Study courses neEDs to be completED THru THe INStructions for onLINe INDepenDENt study regiSTRation.
CLTR414N,CLTR,Tourist Japan,"FocusED on but not limITED to THe first half of THe 20TH cENTury, THis course EXPlores represENTations of JaPAn in a wide range of visual and material culture: e.g., ePHeMEra GENeratED by tourism, EDucation and ENTertainMEnt; advertiseMEnts and souvenirs; and wartiME prOPaganda traveLINg similar routes of exchange. Travel brochures, guidebooks, PHotograPHs, postcards, films and oTHer OBjects reFLect changing concepts of urban SPace, rural culture, INDuSTRy, geograPHY, and milITary and polITical auTHorITy. RecurrENT iconograPHY and codED images LINk tourism and EDucational OBjects and images wITh evolving concepts of and questions regarding modernITy, nationalism and cultural iDENtITy: e.g., how is THe MEaning of “modernITy” in JaPAn useful to a study of THe continuous transformation of culture in SPecific contexts, as in THe transITion FRom ukiyo-e culture to PHotograPHY and animatED films? THis lecture/discussion course has a digITal componENT: stuDENts work hands-on wITh THe Re-Envisioning JaPAn Collection and digITal archive, learning boTH crITical ANAlysis and digITal curation skills. THe course inCLudes weekly film assignMEnts and one field trip each to THe MEmorial Art Gallery and GeORGe EAStman Museum. No audITs. "
CLTR429A,CLTR,Biographies of Emancipation in the Black World,"THis course EXPlores THe sITes and figures who contributED to THe emanciPAtion of THe Black world, understood here as THe AFRican continENT and peOPles of AFRican descENT. THe course's main OBjective is to INTRoduce stuDENts to charismatic figures such as KwAME NkrumAH, W.E.B. Dubois, Martin LUTher King Jr, Nelson Mandela, JosePHine Baker, Angela Davis and many oTHers who contributED to THe long walk to FReEDom in THe Black World. StuDENts will also learn by leaving and interacting wITh host families. THe ultimate outcoME EXPectED FRom THis course is to INTRoduce stuDENts to GhANA as a STRategic location in THe glOBal STRuggle for THe emanciPAtion of THe Black world."
CLTR429B,CLTR,Humanitarianism and Social Insecurities,"HUManITarianism, largely understood as THe ultimate of ETHical acts, took root in THe modern world not as a reSPonse to war or “eMErGENcies” but as PArt of an effort to remake THe world so THat IT better servED THe interests of HUManITy. AgaINSt THe “hegemonic corPORate fORCes of prEDatory capITalism,” aid aGENcies perform THe work of welfare workers who are PArt of THe network of moral discourses, RELigious belieFS, ETHical commITMEnts, and international norms THat GENerate an OBligation to hELP distant STRanGERs.” HUManITarianism and SOCial INSecurITies ENGages stuDENts in a crITical understanding of HUManITarianism discourses and practices THrough an investigation of polemics, misunderstandings, testimonials, and THe creative imagination INSpirED by HUManITarian intervENTions. WITh THe rECOgnITion THat “nOBle actions can have negative and unintendED consequences”, THis course takes THe stuDENt FRom a posITion of moral INDignation to one of a crITical INDignation, and ultimately, a better understanding of THe practices and discourses GENeratED by THe PHenoMEnon of charITy, HUManITarianism, and SOCial INSecurITies."
CLTR430,CLTR,Film as Object,"Moving images rECOrdED on ANAlog film deFINED THe 20TH cENTury in an unprECEDENtED way. THis course considers THe tangible OBject THat is THe source of THe image oNSCreen, and THe SOCial, cultural, and HIStorical value of a reel of film as an ORGanic eleMEnt wITh a FINITe life cyCLe. We focus on THe ANAlog PHotograPHic eleMEnt and ITs origINS (boTH THeatrical and small gauge), THe basics of PHotoCHEMical film TEChnology, and THe STATe of film conservation and preservation worldwide. Guest lectures by staff of THe Moving Image DePArTMEnt of GeORGe EAStman Museum provide a first-hand look at film preservation in action, allowing us to consider ANAlog film as an ePHeMEral form of material culture: a multipurpose, visual rECOrd THat is art, ENTertainMEnt, eviDENtiary docuMEnt, and HIStorical artifact. Weekly film assignMEnts. CLass MEets on River Campus and at GeORGe EAStman Museum (900 EASt Ave, no admission fee but stuDENts provide THEIr own tranSPortation). No audITs, no pre-requisITes. EnrollMEnt limITED by hands-on nature of course."
CLTR438,CLTR,On the Move: Ethnographic Films,"THis course will EXPlore various concepts of mOBilITy and encounters wIThin ETHnograPHic films and texts. Questions we will investigate inCLude: How does one represENT a culture? What notions of race, GENder, sexualITy and national iDENtITies are rEInfORCED and challENGED in THese works? Who SPeaks for whom and what are THe consequences? What kINDs of power RELationships are hidDEN or made visible in THese films and texts?"
CLTR438A,CLTR,Revolutions and Revolt,"RevoLUTions and Revolt is an EXPeriMEntal course THat examines 20TH cENTury GERman cultural HIStory. We will EXPlore questions of SOCial justice, represENTation, and polITical EXPression CLusterED around THree major revoLUTionary moMEnts: THe GERman RevoLUTion of 1918, THe GERman StuDENt MoveMEnt of 1968, and THe fall of THe BerLIN Wall in 1989. Our course will be oriENTED by a careful reading of Marx and ENGle's Communist Manifesto, THat, while also deFINing THe condITions of possibilITy for an empowerED proletarian CLass, can also be usED a tool to reFLect on THe revoLUTionary features of language, poetry, and art. We will THink about SPecific GENres – THe manifesto, THe PAmPHlet, polITical THeater, and film, as GENres THat calls or could call ""revoLUTion"" into bEIng. THese HIStorical hinge points (a term I am borrowing FRom Matt Christman) bring various emanciPAtory impulses into RELief, beyond THe HIStory of CLass conFLict describED in THe Communist Manifesto, and we will ENGage wITh PAcifiCISt, anti-fasCISt, feminist, and Jewish texts and artworks. THis course is conductED in ENGlish, and our readings are ENGlish transLATions of GERman texts, but if stuDENts of GERman would like to work on original texts, THese can be providED along wITh alternative assignMEnts where GERman language practice might be impleMEntED."
CLTR440A,CLTR,Philosophy of Music,"THis course examines PHilosOPhical approaCHEs to music (broadly deFINED) and THus lies at THe FRontiers of music THeory, PHilosOPhical aesTHetics, and PHilosOPhy of art. THeMEs to be EXPlorED inCLude THe ontology of music, performance THeory, THe prOBlem of musical represENTation, musical semiotics, PHenoMEnology of music, music and aesTHetic value, and musical affect THeory. THeoreticians and PHilosOPhers studiED inCLude CLassic (Hanslick, Gurney), as well as twENTiETH-cENTury (ADORno, JankélévITch) and conTEMPORary (Peter Kivy, StePHen Davies, Lydia Goehr, Jean-Jacques Nattiez) auTHors. No prerequisITes, but stuDENts must be able to read music notation to take THis course. ConductED in ENGlish."
CLTR442A,CLTR,Poe and Hoffman,"THis course EXPlores THe beginnings of THe horror and deTECtive GENres in THe 19TH cENTury. PArticular attENTion is devotED to THe narrative STRucture, trOPes, and PSYchological contENT of THe STRange tales by Poe and Hoffmann. THeories of horror are also addressED to inCLude discussions by lessing, ToDORov, Huet, and Kristeva. NOTE: THIS COURSE IS TAUGHT IN ENGLISH"
CLTR484,CLTR,Translation & World Literature,"THe focus of THis course is to examine what makes a transLATion ""successful"" as a transLATion. By reading a series of rECEntly transLATED works (soME conTEMPORary, soME retransLATions of modern CLassics), and by talking wITh transLATors, we will have THe OPPORtunITy to discuss boTH SPecific and GENeral issues THat coME up while transLATing a given text. Young transLATors will be EXPosED to a lot of practical advice THroughout THis CLass, hELPing to reFINe THEIr approach to THEIr own transLATions, and will EXPand THEIr understanding of various practices and possibilITies for THe art and craft of lITerary transLATion."
CSC161,CSC,Introduction to Programming,"Hands-on INTRoduction to programming using THe PyTHon programming language. Covers basic programming conSTRucts inCLuding STATeMEnts, EXPressions, variables, condITionals, ITeration, and functions, as well as OBject-oriENTED programming and graPHics.THis course is for non-majors, and/or stuDENts wITh less MATH and science background. Lab and workshOP requirED.THis course may not be usED for CSC major crEDIT if completED after or at THe sAME tiME as CSC171"
CSC170,CSC,Introduction to Web Development,"An INTRoduction to THe World Wide Web and RELatED TEChnologies. TOPics inCLude HTML5 and CSS3, Progressive EnhanceMEnt, and Web PAge design. EmPHasis is plaCED on fundAMEntals, INDuSTRy standards and best practices. AddITional tOPics inCLude: web sITe conSTRuction TEChniques, mOBile design issues, and Search ENGine OPtimization (SEO). Programming wITh JavaScript will be INTRoduCED."
CSC171,CSC,Introduction to Computer Science,Hands-on INTRoduction to programming using THe Java programming language. TeaCHEs fundAMEntals of programming and more advanCED tOPics. EmPHasizes algorIThmic THinking and computational prOBlem solving and provides an INTRoduction to THe concepts and METHods usED in Computer Science. RequirED for all CSC & DSCC majors. 
CSC172,CSC,Data Structures & Algorithms,"ABSTract data types (e.g., sets, mappings, and graPHs) and THEIr impleMEntation as concrete data STRuctures in Java. ANAlysis of THe running tiMEs of programs OPerating on such data STRuctures, and basic TEChniques for program design, ANAlysis, and proof of correctness (e.g., INDuction and recursion). Lab and workshOP requirED. PrerequisITes: CSC 171 or equivalENT, MATH 150. May be taken concurrENTly wITh MATH 150 if CSC 171 prerequisITe is satisfiED."
CSC173,CSC,Computation & Formal Systems,"An INTRoduction to soME of THe most imPORtant formal models of computation, and THEIr application to real-world computing prOBlems.PrerequisITes: CSC 172 and MTH 150. AUDITS NOT ALLOWED."
CSC186,CSC,Video Game Development,"THis course is a hands-on lab basED INTRoduction to software ENGineering and computer programming using THe develOPMEnt of computer/video gAMEs as THe application area. TOPics will inCLude MEsh modeLINg, level design, asset mANAgeMEnt, shading, texturing, lighting, evENT scripting, character rigging, and PArtiCLe effects."
CSC200,CSC,Undergraduate Problem Seminar,"IntENSive seminar on coOPerative prOBlem solving. Overview of THe subdiscipLINes and THe research of THe UniversITy of RoCHEster’s computer science faculty.  INStruction and practice on research METHodology and proCEDures. THe tOPic may vary FRom year to year. StuDENts taking CSC 200H may have addITional reading, assignMEnts or projects. 200H is requirED for THe Honors B.S. in Computer Science.StuDENts who PArticiPAte or intend to PArticiPAte in research are well advisED to take CSC 200/200H."
CSC200H,CSC,Honors Undergraduate Problem Seminar,"IntENSive seminar on coOPerative prOBlem solving. Overview of THe subdiscipLINes and THe research of THe UniversITy of RoCHEster’s computer science faculty.  INStruction and practice on research METHodology and proCEDures.  THe tOPic may vary FRom year to year. taking CSC 200H may have addITional reading, assignMEnts or projects. StuDENts who PArticiPAte or intend to PArticiPAte in research are well advisED to take CSC 200/200H.200H is requirED for THe Honors B.S. in Computer Science.CSC 200H stuDENts prOPose and complete a FINal project in coOPerative prOBlem solving in an area of computer science research.  THey are requirED to attend computer science dePArTMEnt colloquiums when THEIr sCHEdule permITs."
CSC210,CSC,Web Programming,"THe World Wide Web was born around 1990, so IT is not much older THan most of you. In THis course, we will follow THe growTH of THe Web FRom ITs toddler years, to early chilDHood, to ITs turbulENT pre-TEEn and TEEnage years, and FINally as IT begINS to mature as a young adult. Along THis journey, you will learn inFLuENTial Web TEChnologies such as HTTP, HTML, JavaScript, CSS, THe LAMP stack, XML, JSON, Ajax, WebSOCkets, and modern MVC FRAMEworks. Even THough you will be doing a lot of programming in THis course, ITs purpose is not to teach you to bECOME an EXPert in any PArticular language or FRAMEwork. Web TEChnologies change at a blistering PAce, so SPecifics quickly get outdatED. However, once you take THis course and understand THe fundAMEntals, you will be able to EASily PICk up new TEChnologies on THe FLy.PrerequisITes: CSC 172. *No audITs will be allowED for THis course"
CSC211,CSC,Introduction to HCI,"THe goal of THis course is to provide an INTRoductory overview of THe concepts, principles, METHods and SPecial tOPics of HUMan-Computer Interaction (HCI). THis course will hELP stuDENts to build a FRAME of reference of HCI approaCHEs and apply THem in conducting design practices for real-world prOBlems. THis course contaINS a coMBInation of lectures, seminars and group projects. THe lectures will cover origINS of HCI and interaction design, user-cENTerED design METHods, uSABilITy evaluation and user EXPerience. THe seminars will be a coMBInation of guest lecturers and stuDENt-lED discussions to INTRoduce SPecial tOPics in HCI, which may inCLude AugMEntED and Virtual RealITy, Tangible User Interface, HUMan-ROBot Interaction, learning TEChnologies, and assistive TEChnologies. THe group project will take place THroughout THe course and provide an OPPORtunITy for stuDENts to apply and reFLect on HCI METHods and user-cENTerED design processes THrough contextual inquiry, prototyping, evaluation, ITeration and presENTation. PrerequisITe: CSC 172 (requirED), CSC 214 (desirED), or permission of THe INStructor."
CSC214,CSC,Mobile App Development,"Coursework covers user interface designs and functional algorIThms for mOBile devices (iOS sumMEr/fall, Android SPring) and unique user interactions using multi-touch TEChnologies. OBject-oriENTED design inCLuding model-view-controller PARADigm, MEmory mANAgeMEnt. OTHer tOPics inCLude: OBject-oriENTED database API, animation, web services and performance considerations. PrerequisITes: CSC 172"
CSC240,CSC,Data Mining,"FundAMEntal concepts and TEChniques of data mining, inCLuding data attributes, data visualization, data pre-processing, mining FRequENT PAtterns, asSOCiation and corRELation, CLassification METHods, and CLuster ANAlysis. AdvanCED tOPics inCLude outlier deTECtion, STReam mining, and SOCial MEdia data mining. CSC 440, a gRADuate-level course, requires addITional readings and a course project.PrerequisITes will be STRictly enfORCED: CSC171, CSC 172 and MTH 161. RECOmMEndED: CSC 242 or CSC262; MTH165."
CSC242,CSC,Introduction to Artificial Intelligence,"INTRoduces fundAMEntal principles and TEChniques FRom Artificial IntelliGENce, inCLuding heuristic search, automatED rEASoning, handLINg uncertainty, and maCHINe learning, to prePAre stuDENts for advanCED AI courses.PrerequisITes: CSC 172 and MTH 150; CSC 173 STRONGLY RECOmMEndED. AUDITS NOT ALLOWED."
CSC243,CSC,Advanced Computational Neuroscience,"THis is a seminar-style course for advanCED undERGRADuate and gRADuate stuDENts covering multiple arEAS of computational neuroscience by weekly readings and stuDENt presENTations. Many of THe tOPics are deeper EXPlorations of tOPics coverED in CSC 241 INTRoduction to Computational Neuroscience, focusing on THe sENSory sysTEM, deCISion-making, action selection and active inference, eSPecially FRom a prOBabilistic and normative perSPective. THe reading list is soMEwhat FLexible and adaptable to stuDENt interest. THere is an OPPORtunITy for a FINal project but THis is not requirED.PrerequisITe: CSC 241 or permission of INStructor"
CSC246,CSC,Machine Learning,"MATHematical foundations of CLassification, regression, and deCISion making. SupervisED algorIThms coverED inCLude perceptrons, logistic regression, supPORt vector maCHINes, and neural networks.  DirectED and undirectED graPHical models.  NuMErical PArAMEter OPtimization, inCLuding gRADiENT descENT, EXPectation maximization, and oTHer METHods.  INTRoduction to rEInfORCeMEnt learning. ProoFS coverED as apprOPriate.  Significant programming projects will be assignED.  THis course involves a lot of MATH and algorIThms.  You should know multivariable cALCulus,  LINear algebra, and soME algorIThms.  No formal prerequisITes but MATH 165, MATH 164, and CSC 242 STRongly rECOmMEndED."
CSC247,CSC,Natural Language Processing,"THis course addresses issues of represENTing computing MEaning FRom natural language, eSPecially issues of understanding language in context using commonsENSe knowlEDge of THe world. TOPics will inCLude a survey of ENGlish PHrase STRucture and PArsing, semantic represENTation (e.g., evENTs, semantic roles, tiME, causalITy and SPeech acts), and THeories and TEChniques for understanding language in context, inCLuding intENTion rECOgnITion, text understanding using knowlEDge of scripts and plans, and models of SPoken dialogue sysTEMs (e.g., conversational aGENts such as Siri). CSC447, THe gRADuate level version of THe course, requires a suBSTantial INDividual project.PrerequisITe: CSC 242"
CSC249,CSC,Machine Vision,"INTRoduction to computer vision, inCLuding cAMEra models, basic image processing, PAttern and OBject rECOgnITion, and eleMEnts of HUMan vision. SPecific tOPics inCLude geoMEtric issues, STATistical models, Hough transforms, color THeory, texture, and OPtic FLow. CSC 449, a gRADuate-level course, requires addITional readings and assignMEnts.PrerequisITes: MATH 161 and CSC 242; MATH 165 STRongly rECOmMEndED"
CSC250,CSC,Data Science for Linguistics,"THis course addresses LINguistic research questions THrough data science TEChniques. THe course will focus on develOPing skills to (i) acquire and process a variety of language data, FRom using establishED corPORa to capturing data in THe wild, and (ii) to investigate language use, PArticularly syntactic and semantic PHenoMEna, THrough descriptive and inferENTial STATistical TEChniques. A significant PArt of THe course will be devotED to hands-on projects and will inCLude develOPing familiarITy wITh using THe programming languages PyTHon and R to acquire and EXPlore LINguistic data. FamiliarITy wITh STATistics and/or computational LINguistics is advantageous, but not nECEssary. PrerequisITes: LING 110, and EITHer LING 210, LING 220 or LING 225."
CSC252,CSC,Computer Organization,"INTRoduction to computer archITecture and THe layering of hardware/software sysTEMs. TOPics inCLude INStruction set design; logical building blocks; computer arIThMEtic; processor ORGanization; THe MEmory hierarchy (registers, caCHEs, main MEmory, and sECOndary storage); I/OBuses, devices, and interrupts; microcode and assembly language; virtual maCHINes; THe roles of THe assembler, LINker, compiler, and OPerating sysTEM; TEChnological trends and THe future of computing hardware. Several programming assignMEnts requirED.PrerequisITes: MTH 150 and CSC 172"
CSC255,CSC,Software Analysis & Improv,"Programming is THe automation of information processing. Program ANAlysis and transformation is THe automation of programming ITself---how much a program can understand and improve oTHer programs. Because of THe diversITy and complexITy of computer hardware, programMErs incrEASingly depend on automation in compilers and oTHer tools to deliver efficiENT and RELiable software. THis course coMBInes fundAMEntal principles and (hands-on) practical applications. SPecific tOPics inCLude data FLow and depenDENce THeories; STATic and dynamic program transformation inCLuding PArallelization; MEmory and caCHE mANAgeMEnt; type CHEcking and program verification; and performance ANAlysis and modeLINg. THe knowlEDge and practice will hELP stuDENts to bECOME EXPerts in software performance and correctness. StuDENts taking THe gRADuate level will have addITional course requireMEnts and a more difficult project.RECOmMEndED prerequisITes: CSC 252, CSC 254."
CSC258,CSC,Parallel & Distributed Systems,"Principles of PArallel and diSTRibutED sysTEMs, and THe asSOCiatED impleMEntation and performance issues. TOPics coverED will inCLude programming interfaces to PArallel and diSTRibutED computing, interprocess communication, synchronization, and consistency models, fault tolerance and RELiabilITy, diSTRibutED process mANAgeMEnt, diSTRibutED file sysTEMs, multiprocessor archITectures, PArallel program OPtimization, and PArallelizing compilers. StuDENts taking THis course at THe 400 level will be requirED to complete addITional readings and/or assignMEnts.PrerequisITes: CSC 252 and (CSC 254 or CSC 256) or INStructor permission"
CSC260,CSC,Technology & Climate Change,"We currENTly add 51 billion tons of greenhouse gases to THe atmoSPhere every year. We neED to get IT down to zero to stOP THe warming and avoid a CLoud disASTer. How?In THis CLass, we will discuss and EXPlore THe role of TEChnology to bring innovative breakTHroughs to combat THis unique challENGe. Examples inCLude THe use of maCHINe learning TEChniques to better prEDict CLimate, visualizing THe effects of extreME weaTHer to create awareness, monIToring THe emission of carbon wITh satellITe imaGERy. THe lectures will consist of discussions, reading PApers, guest lecturers, and a FINal project. PrerequisITe: CSC 242."
CSC261,CSC,Database Systems,"THis course presENTs THe fundAMEntal concepts of database design and use. IT provides a study of data models, data description languages, and query facilITies inCLuding RELational algebra and SQL, data normalization, transactions and THEIr prOPerties, PHYsical data ORGanization and INDexing, securITy issues and OBject databases. IT also looks at THe new trends in databases. THe knowlEDge of THe above tOPics will be appliED in THe design and impleMEntation of a database application using a target database mANAgeMEnt sysTEM as PArt of a seMEster-long group project.PrerequisITes: CSC 172; CSC 173 and CSC 252 rECOmMEndED."
CSC263,CSC,Data Management Systems,THis course EXPlores THe internals of data ENGines. TOPics coverED will inCLude THe RELational model; RELational database design principles basED on depenDENcies and normal forms; query execution; transactions; rECOvery; query OPtimization; PArallel query processing; NoSQL. ReSTRictED to CSC and DSCC majors only during inITial regiSTRation period.PrerequisITes:CSC 173 and CSC 252 (or CSC 261)
CSC266,CSC,Frontiers in Deep Learning,"Deep learning has revoLUTionizED many arEAS of artificial intelliGENce, inCLuding computer vision, natural language understanding, and more. THis course reviews soME of THe LATest advanceMEnts in deep learning, wITh a focus on METHods THat overcoME THe neED for vAST amounts of labelED data. TOPics coverED may inCLude, but are not limITED to, self-supervisED learning in vision and language, self-training METHods (e.g., stuDENt-teaCHEr networks), continual learning, foundation models (e.g., Stable Diffusion, GPT-3, CLIP, etc), learning FRom biasED and long-tailED datasets, and THeory tOPics RELatED to GENeralization in deep learning (e.g., THe Lottery Ticket HypoTHesis, Deep Double DescENT, etc.). THere are no formal requireMEnts, but stuDENts are EXPectED to know LINear algebra, multivariate cALCulus, and have basic knowlEDge of deep learning, e.g, loss functions, OPtimization, regularization, multi-layer perceptron neural network archITectures, etc."
CSC273W,CSC,Writing for Computer Science,"In THis course, stuDENts prePAre, crITique, and discuss wrITten materials RELevant to Computer Science. Will count as one of THe two upper level wrITing requireMEnts for Computer Science majors. If THe course is CLosED, DO NOT email THe professor."
CSC273W,CSC,Writing for Computer Science,"In THis course, stuDENts prePAre, crITique, and discuss wrITten materials RELevant to Computer Science. Will count as one of THe two upper level wrITing requireMEnts for Computer Science majors. If THe course is CLosED, DO NOT email THe professor."
CSC278,CSC,Computer Security Foundations,"THis course will teach stuDENts THe foundations of computer securITy. StuDENts will learn what securITy is, THe design principles of secure sysTEMs, how securITy is enfORCED, and how securITy is compromisED. TOPics inCLude ACCess controls, information FLow, basic applications of cryptograPHY, buffer overFLow attacks, and malware. PrerequisITes: CSC 252 or CSC 452 or ECE 200."
CSC280,CSC,Computer Models & Limitations," THis course studies fundAMEntal computer models and THEIr computational limITations. FINITe-STATe maCHINes and pumping lemmas, THe context-FRee languages, Turing maCHINes, decidable and Turing-rECOgnizable languages, undecidabilITy, NP-completeness. PrerequisITes inCLude CSC 173 and MATH 150. YOU MUST REGISTER FOR A RECITATION WHEN REGISTERING FOR THE MAIN COURSE"
CSC282,CSC,Design & Analysis Efficient Algorithms,"How does one design programs and ascertain THEIr efficiency? GreEDy algorIThms, dynamic programming, divide-and-conquer TEChniques, STRing processing, graPH algorIThms, MATHematical algorIThms. INTRoduction to NP-completeness and LINear programming. StuDENts taking THis course at THe 400 level may be requirED to complete addITional tests, readings or assignMEnts.PrerequisITes: (CSC 172 and MATH 150) or MATH172. StuDENts MUST register for THe recITation when registering for THis course. "
CSC286,CSC,Computational Complexity,"THe difference between computable and uncomputable prOBlems and between fEASible and infEASible prOBlems. Regarding THe LATter, what prOPerties of a prOBlem make IT computationally simple? What prOPerties of a prOBlem may preCLude ITs having efficiENT algorIThms? How computationally hard are prOBlems? Complete sets and low information contENT; P=NP?; unaMBIguous computation and one-way functions; rEDuctions RELating THe complexITy of prOBlems; complexITy CLasses and hierarchies.PrerequisITe: CSC 280"
CSC289,CSC,Algorithmic Game Theory,"THis CLass will provide an INTRoduction to tOPics at THe intersection of computer science and ECOnomics, inCLuding gAME THeory, auctions, incENTive-comPAtible MEchanism design, matCHINg algorIThms, HUMan computation (e.g., crowdsourcing and peer prEDiction), tRUSt and reputation sysTEMs, and SOCial choice (voting) THeory. We hOPe to convey THe fact THat THe RELationship between computer science and ECOnomics is a two-way STReet: IT is imPORtant to consider incENTives and STRategic action are imPORtant when designing computation-intENSive sysTEMs, and efficiENT and rOBust algorIThms enable THe deployMEnt of imPActful ECOnomic idEAS.PrerequisITes: FamiliarITy wITh prOBabilITy THeory, single-variable cALCulus, LINear algebra, and basics of THeoretical computer science. No background in ECOnomic THeory is assuMEd or requirED. StuDENts should also be prePArED to wrITe code in PyTHon. PlEASe email THe INStructor wITh any questions."
CSC295,CSC,Quantum Computing Seminar,THis course covers SPecial tOPics THat are of currENT interest in THe area of Quantum Computing. TOPics vary by term.
CSC299,CSC,Social Implications of Computing,"Computers and THe Internet, perhAPS more THan any oTHer TEChnology, have transforMEd SOCiety over THe PAst 50 years.  In develOPED nations, at lEASt, THey have enablED dramatic incrEASes in HUMan productivITy; an EXPlosion of OPtions for news, ENTertainMEnt, and communication; and fundAMEntal breakTHroughs in almost every branch of science and ENGineering.  At THe sAME tiME, THey have contributED to unprECEDENtED THreats to privACY; whole new categories of criME and anti-SOCial behavior; major disruptions in THe jOB market; and THe large-scale concENTration of risk into sysTEMs caPAble of catASTrOPhic failure.  In THis discussion- and wrITing-oriENTED CLass, we will consider all of THis and more, wITh THe goal of better understanding how to shape TEChnological change in ways THat maximize THe benefITs and minimize THe costs. "
CSC299W,CSC,W Social Implications of Computing,"Computers and THe Internet, perhAPS more THan any oTHer TEChnology, have transforMEd SOCiety over THe PAst 50 years. In develOPED nations, at lEASt, THey have enablED dramatic incrEASes in HUMan productivITy; an EXPlosion of OPtions for news, ENTertainMEnt, and communication; and fundAMEntal breakTHroughs in almost every branch of science and ENGineering. At THe sAME tiME, THey have contributED to unprECEDENtED THreats to privACY; whole new categories of criME and anti-SOCial behavior; major disruptions in THe jOB market; and THe large-scale concENTration of risk into sysTEMs caPAble of catASTrOPhic failure. In THis discussion- and wrITing-oriENTED CLass, we will consider all of THis and more, wITh THe goal of better understanding how to shape TEChnological change in ways THat maximize THe benefITs and minimize THe costs. THis course will be asynchronous. CSC299 can be taken as a ULW or not."
CSC392,CSC,Practicum,RegiSTRation for INDepenDENt Study courses neEDs to be completED THru THe INStructions for onLINe INDepenDENt study regiSTRation.
CSC402,CSC,Network Science Analysis,"THe science of networks is an eMErging discipLINe of great imPORtance THat coMBInes graPH THeory, prOBabilITy and STATistics, and facets of ENGineering and THe SOCial sciences. THis course will provide stuDENts wITh THe MATHematical tools and computational training to understand large-scale networks in THe currENT era of Big Data. IT will INTRoduce basic network models and STRuctural descriptors, network dynamics and prEDiction of processes evolving on graPHs, modern algorIThms for tOPology inference, communITy and anomaly deTECtion, as well as fundAMEntals of SOCial network ANAlysis. All concepts and THeories will be illuSTRatED wITh nuMErous applications and case studies FRom TEChnological, SOCial, BIOlogical, and information networks. PrerequisITes: SoME MATHematical maturITy, comfortable wITh LINear algebra, prOBabilITy, and ANAlysis (e.g., MTH164-165). EXPosure to programming and Matlab useful, but not requirED."
CSC404,CSC,Multiprocessor Arch,"THis course provides in-dePTH discussions of THe design and impleMEntation issues of multiprocessor sysTEM archITecture. TOPics inCLude caCHE coherence, MEmory consistency, interconnect, THEIr interplay and imPAct on THe design of high-performance micro-archITectures. prerequisITeECE 200 or CSC 252 or permission of INStructor"
CSC414,CSC,Selected Topics in Augmented and Virtual Reality,"THis is THe sECOnd course offerED as PArt of THe PHD training program on augMEntED and virtual realITy. IT builds on THe first course, INTRoduction to AugMEntED and Virtual RealITy (AR/VR). THe goal of THe course is to provide EXPosure to prOBlems in THe AR/VR DOMain addressED by various discipLINes. THe course consists of THree one-monTH long modules in a seMEster. Modules ENGage stuDENts in PArticular aSPects of AR/VR or hands-on EXPerience on AR/VR. Modules to be offerED in various years inCLude: fundAMEntals of OPtics for AR/VR; AR/VR in THe silicon; foundations of visual perception in THe context of AR/VR; computer audITion and acoustic rendering; MEasuring THe HUMan brain; deep learning and visual rECOgnITion for AR/VR; brain-computer interfacing in a virtual environMEnt; 3D interfaces and interaction; AR/VR for collaborative EDucation & professional training. In SPring 2023, THe following THree modules will be offerED: 1) Deep learning and visual rECOgnITion for AR/VR. (Prof. CHEnliang Xu) RECEnt develOPMEnts in deep learning have significantly advanCED STATe-of-THe-art visual rECOgnITion in prOBlems such as OBject deTECtion, activITy rECOgnITion, and semantic segMEntation. In THis module, stuDENts will learn core concepts in deep learning, inCLuding convoLUTional neural networks and recurrENT neural networks. THey will rECEive hands-on EXPerience using pOPular deep-learning libraries like PyTORCh to build visual rECOgnITion algorIThms for AR/VR sysTEMs. 2) MEasuring THe HUMan brain. (Prof. Ross Maddox) THis module will INTRoduce stuDENts to studies of HUMan brain function using non-invasive METHods. IT will focus on EXPeriMEntal PARADigms and data ANAlysis in THe tiME and FRequency DOMaINS. Neural encoding and dECOding models and applications to brain-computer interfaces will also be discussED. THe module will have a mixED format, wITh lectures and labs. Lab exerCISes will be basED on ANAlyzing real data FRom HUMan subjects. 3) Professional encounters wITh leading AR/VR researCHErs. THis module will involve a series of seminars and discussion sessions wITh leading AR/VR researCHErs FRom academia and INDuSTRy. PrerequisITes: ECE 410 or OPT 410 or BME 410 or NSCI 415 or CSC 413 or CVSC 534INSTRUCTORS: CHEnliang Xu; Ross Maddox; Mujdat Cetin"
